symbol,close,off_high,range_position,base_type,div_count,div_indicators,div_last,universe,tradingview_chart,canslim,canslim_real,new,first_seen,days_on_list
BF-B,26.64,-0.64,0.08,accumulation,2,MVI|CMF,2026-06-01,SP500,https://www.tradingview.com/chart/?symbol=BF-B,2/4,2/6 IM,,2026-07-01,2
ERIE,221.14,-0.584,0.32,,2,MACD|SQUEEZE,2026-06-10,SP500,https://www.tradingview.com/chart/?symbol=ERIE,0/4,2/6 IM,,2026-07-01,2
CPB,21.15,-0.579,0.05,consolidating|accumulation,2,RSI|MFI,2026-06-01,SP500,https://www.tradingview.com/chart/?symbol=CPB,1/4,3/6 CIM,,2026-07-01,2
DG,113.45,-0.536,0.3,accumulation,2,RSI|WILLR,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=DG,3/4,3/6 AIM,,2026-07-01,2
CLX,95.8,-0.519,0.1,,2,RSI|SQUEEZE,2026-06-09,SP500,https://www.tradingview.com/chart/?symbol=CLX,3/4,3/6 AIM,,2026-07-01,2
LEN,89.73,-0.507,0.42,accumulation,2,RSI|WILLR,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=LEN,2/4,2/6 IM,,2026-07-01,2
EFX,153.93,-0.495,0.32,,2,CMF|WILLR,2026-06-17,SP500,https://www.tradingview.com/chart/?symbol=EFX,0/4,3/6 CIM,,2026-07-01,2
BA,222.72,-0.489,0.39,accumulation,2,RSI|WILLR,2026-06-16,SP500,https://www.tradingview.com/chart/?symbol=BA,3/4,4/6 ANIM,,2026-07-01,2
ORCL,184.29,-0.463,0.49,accumulation,2,CMF|OBV,2026-05-29,SP500,https://www.tradingview.com/chart/?symbol=ORCL,0/4,4/6 CAIM,,2026-07-01,2
DOW,31.73,-0.44,0.39,,2,MACD|SQUEEZE,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=DOW,1/4,2/6 IM,,2026-07-01,2
TROW,107.65,-0.403,0.47,consolidating|accumulation,2,CMF|OBV,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=TROW,4/4 PASS,3/6 NIM,,2026-07-01,2
HII,285.43,-0.377,0.49,,2,RSI|MACD,2026-06-12,SP500,https://www.tradingview.com/chart/?symbol=HII,0/4,2/6 IM,,2026-07-01,2
PAYX,98.24,-0.366,0.51,accumulation,2,MFI|WILLR,2026-05-22,SP500,https://www.tradingview.com/chart/?symbol=PAYX,2/4,3/6 CIM,,2026-07-01,2
BX,123.79,-0.352,0.62,,2,MFI|SQUEEZE,2026-06-09,SP500,https://www.tradingview.com/chart/?symbol=BX,3/4,2/6 IM,,2026-07-01,2
NVR,6490.93,-0.349,0.59,accumulation,2,MACD|WILLR,2026-05-21,SP500,https://www.tradingview.com/chart/?symbol=NVR,3/4,2/6 IM,,2026-07-01,2
LYB,60.07,-0.341,0.55,consolidating,2,MACD|WILLR,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=LYB,1/4,2/6 IM,,2026-07-01,2
TMUS,181.67,-0.328,0.62,,2,CMF|WILLR,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=TMUS,0/4,2/6 IM,,2026-07-01,2
BDX,143.98,-0.324,0.35,,2,MACD|MFI,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=BDX,0/4,2/6 IM,,2026-07-01,2
MSFT,379.4,-0.311,0.66,,2,MVI|SQUEEZE,2026-06-02,SP500,https://www.tradingview.com/chart/?symbol=MSFT,0/4,2/6 IM,,2026-07-01,2
FOX,46.95,-0.308,0.58,,2,CMF|SQUEEZE,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=FOX,0/4,3/6 AIM,,2026-07-01,2
TMO,464.61,-0.3,0.62,accumulation,2,OBV|WILLR,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=TMO,0/4,3/6 LIM,,2026-07-01,2
HOOD,108.15,-0.297,0.69,accumulation,2,MVI|OBV,2026-05-27,SP500,https://www.tradingview.com/chart/?symbol=HOOD,4/4 PASS,4/6 ALIM,,2026-07-01,2
PPG,118.25,-0.283,0.55,accumulation,2,MVI|WILLR,2026-05-29,SP500,https://www.tradingview.com/chart/?symbol=PPG,4/4 PASS,4/6 ANIM,,2026-07-01,2
IR,77.91,-0.264,0.69,accumulation,2,MACD|WILLR,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=IR,3/4,2/6 IM,,2026-07-01,2
CTAS,170.85,-0.248,0.73,accumulation,2,CMF|SQUEEZE,2026-06-08,SP500,https://www.tradingview.com/chart/?symbol=CTAS,0/4,2/6 IM,,2026-07-01,2
CBRE,131.55,-0.245,0.72,,2,MACD|CMF,2026-06-05,SP500,https://www.tradingview.com/chart/?symbol=CBRE,1/4,3/6 CIM,,2026-07-01,2
T,22.01,-0.245,0.59,,2,MACD|CMF,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=T,0/4,3/6 AIM,,2026-07-01,2
LITE,850.0,-0.217,0.78,,2,MACD|MFI,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=LITE,1/4,4/6 ALIM,,2026-07-01,2
GILD,123.76,-0.204,0.71,consolidating,2,RSI|SQUEEZE,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=GILD,0/4,4/6 CAIM,,2026-07-01,2
HAS,84.74,-0.196,0.72,,2,MACD|MFI,2026-06-16,SP500,https://www.tradingview.com/chart/?symbol=HAS,0/4,3/6 CIM,,2026-07-01,2
SW,44.2,-0.187,0.74,accumulation,2,RSI|MFI,2026-05-29,SP500,https://www.tradingview.com/chart/?symbol=SW,4/4 PASS,4/6 ANIM,,2026-07-01,2
PHM,126.96,-0.139,0.84,accumulation,2,MACD|WILLR,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=PHM,4/4 PASS,4/6 NLIM,,2026-07-01,2
JBL,371.88,-0.133,0.86,accumulation,2,CMF|SQUEEZE,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=JBL,4/4 PASS,3/6 LIM,,2026-07-01,2
VRT,333.05,-0.123,0.88,,2,MACD|WILLR,2026-06-16,SP500,https://www.tradingview.com/chart/?symbol=VRT,4/4 PASS,5/6 CALIM,,2026-07-01,2
TXT,89.47,-0.119,0.85,accumulation,2,CMF|OBV,2026-05-27,SP500,https://www.tradingview.com/chart/?symbol=TXT,1/4,3/6 NIM,,2026-07-01,2
PEG,79.89,-0.113,0.84,accumulation,2,MFI|OBV,2026-05-22,SP500,https://www.tradingview.com/chart/?symbol=PEG,4/4 PASS,4/6 CNIM,,2026-07-01,2
PWR,702.25,-0.11,0.89,accumulation,2,MACD|WILLR,2026-06-16,SP500,https://www.tradingview.com/chart/?symbol=PWR,2/4,4/6 CLIM,,2026-07-01,2
DD,47.71,-0.087,0.89,,2,MVI|OBV,2026-06-18,SP500,https://www.tradingview.com/chart/?symbol=DD,4/4 PASS,4/6 NLIM,,2026-07-01,2
EMR,150.66,-0.081,0.9,accumulation,2,MFI|WILLR,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=EMR,4/4 PASS,3/6 CIM,,2026-07-01,2
XEL,77.41,-0.07,0.89,accumulation,2,MACD|OBV,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=XEL,1/4,4/6 NLIM,,2026-07-01,2
ETR,111.11,-0.062,0.92,accumulation,2,MACD|MFI,2026-06-05,SP500,https://www.tradingview.com/chart/?symbol=ETR,3/4,5/6 ANLIM,,2026-07-01,2
FIX,1967.41,-0.051,0.95,accumulation,2,MACD|SQUEEZE,2026-06-16,SP500,https://www.tradingview.com/chart/?symbol=FIX,4/4 PASS,5/6 CALIM,,2026-07-01,2
JPM,325.22,-0.038,0.96,accumulation,2,MACD|MVI,2026-05-27,SP500,https://www.tradingview.com/chart/?symbol=JPM,4/4 PASS,3/6 NIM,,2026-07-01,2
LNT,73.0,-0.036,0.94,accumulation,2,MFI|OBV,2026-06-16,SP500,https://www.tradingview.com/chart/?symbol=LNT,4/4 PASS,4/6 NLIM,,2026-07-01,2
RL,413.01,-0.02,0.98,,2,MFI|WILLR,2026-05-27,SP500,https://www.tradingview.com/chart/?symbol=RL,4/4 PASS,5/6 ANLIM,,2026-07-01,2
TRV,307.81,-0.011,0.99,consolidating|accumulation,2,OBV|WILLR,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=TRV,4/4 PASS,6/6 PASS,,2026-07-01,2
VELO,18.05,-0.997,0.0,accumulation,1,OBV,2026-06-15,broader,https://www.tradingview.com/chart/?symbol=VELO,1/4,2/6 LM,,2026-07-01,2
HSCS,2.63,-0.996,0.0,accumulation,1,MFI,2026-05-27,broader,https://www.tradingview.com/chart/?symbol=HSCS,3/4,1/6 M,,2026-07-01,2
OPEN,4.28,-0.891,0.1,accumulation,1,OBV,2026-06-16,broader,https://www.tradingview.com/chart/?symbol=OPEN,0/4,3/6 LIM,,2026-07-01,2
U,27.15,-0.871,0.07,consolidating|accumulation,1,MVI,2026-06-01,broader,https://www.tradingview.com/chart/?symbol=U,0/4,3/6 AIM,,2026-07-01,2
LYFT,14.4,-0.837,0.08,consolidating|accumulation,1,MFI,2026-06-24,broader,https://www.tradingview.com/chart/?symbol=LYFT,3/4,4/6 CAIM,,2026-07-01,2
ELVN,47.77,-0.81,0.18,accumulation,1,MVI,2026-06-12,broader,https://www.tradingview.com/chart/?symbol=ELVN,4/4 PASS,4/6 NLIM,,2026-07-01,2
VFC,17.22,-0.789,0.11,consolidating|accumulation,1,WILLR,2026-05-28,broader,https://www.tradingview.com/chart/?symbol=VFC,2/4,4/6 ALIM,,2026-07-01,2
BTCZ,6.41,-0.784,0.15,accumulation,1,MFI,2026-05-27,broader,https://www.tradingview.com/chart/?symbol=BTCZ,4/4 PASS,n/a,,2026-07-01,2
QUBT,9.7,-0.755,0.24,accumulation,1,CMF,2026-06-15,broader,https://www.tradingview.com/chart/?symbol=QUBT,0/4,3/6 AIM,,2026-07-01,2
JD,25.48,-0.731,0.11,accumulation,1,MACD,2026-06-17,broader,https://www.tradingview.com/chart/?symbol=JD,0/4,1/6 M,,2026-07-01,2
DNTH,90.8,-0.73,0.26,accumulation,1,RSI,2026-05-28,broader,https://www.tradingview.com/chart/?symbol=DNTH,4/4 PASS,4/6 NLIM,,2026-07-01,2
ARE,51.03,-0.723,0.08,accumulation,1,OBV,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=ARE,3/4,2/6 IM,,2026-07-01,2
TSLG,5.67,-0.703,0.17,accumulation,1,OBV,2026-06-22,broader,https://www.tradingview.com/chart/?symbol=TSLG,0/4,n/a,,2026-07-01,2
RIG,5.04,-0.697,0.27,,1,MACD,2026-06-15,broader,https://www.tradingview.com/chart/?symbol=RIG,0/4,3/6 LIM,,2026-07-01,2
INTU,267.0,-0.67,0.24,,1,MACD,2026-06-18,SP500,https://www.tradingview.com/chart/?symbol=INTU,0/4,3/6 AIM,,2026-07-01,2
NCLH,20.44,-0.668,0.25,,1,WILLR,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=NCLH,3/4,2/6 IM,,2026-07-01,2
OLN,20.99,-0.659,0.25,consolidating,1,MVI,2026-06-16,broader,https://www.tradingview.com/chart/?symbol=OLN,0/4,2/6 IM,,2026-07-01,2
LEU,171.13,-0.631,0.37,consolidating|accumulation,1,SQUEEZE,2026-06-16,broader,https://www.tradingview.com/chart/?symbol=LEU,0/4,2/6 IM,,2026-07-01,2
WDAY,116.93,-0.624,0.21,,1,RSI,2026-05-29,SP500,https://www.tradingview.com/chart/?symbol=WDAY,0/4,4/6 CAIM,,2026-07-01,2
NOW,95.04,-0.603,0.36,,1,CMF,2026-05-21,SP500,https://www.tradingview.com/chart/?symbol=NOW,0/4,2/6 IM,,2026-07-01,2
CRM,151.78,-0.583,0.29,,1,CMF,2026-05-21,SP500,https://www.tradingview.com/chart/?symbol=CRM,0/4,3/6 CIM,,2026-07-01,2
GIS,33.42,-0.582,0.11,,1,MFI,2026-06-10,SP500,https://www.tradingview.com/chart/?symbol=GIS,0/4,2/6 IM,,2026-07-01,2
NOV,18.35,-0.582,0.31,accumulation,1,OBV,2026-06-04,broader,https://www.tradingview.com/chart/?symbol=NOV,1/4,3/6 LIM,,2026-07-01,2
BIIB,196.58,-0.58,0.24,accumulation,1,MACD,2026-06-11,SP500,https://www.tradingview.com/chart/?symbol=BIIB,4/4 PASS,5/6 CNLIM,,2026-07-01,2
SYNA,130.11,-0.565,0.38,accumulation,1,MVI,2026-06-11,broader,https://www.tradingview.com/chart/?symbol=SYNA,2/4,3/6 LIM,,2026-07-01,2
VEEV,153.3,-0.554,0.39,,1,RSI,2026-05-29,SP500,https://www.tradingview.com/chart/?symbol=VEEV,0/4,3/6 AIM,,2026-07-01,2
TAP,39.4,-0.546,0.2,,1,WILLR,2026-06-12,SP500,https://www.tradingview.com/chart/?symbol=TAP,0/4,3/6 CIM,,2026-07-01,2
CMG,32.49,-0.531,0.43,consolidating|accumulation,1,MFI,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=CMG,2/4,2/6 IM,,2026-07-01,2
CPRT,30.23,-0.53,0.42,accumulation,1,MVI,2026-05-21,SP500,https://www.tradingview.com/chart/?symbol=CPRT,0/4,2/6 IM,,2026-07-01,2
BRO,59.1,-0.525,0.4,,1,SQUEEZE,2026-06-09,SP500,https://www.tradingview.com/chart/?symbol=BRO,2/4,3/6 CIM,,2026-07-01,2
ALB,160.35,-0.496,0.42,,1,MACD,2026-06-16,SP500,https://www.tradingview.com/chart/?symbol=ALB,1/4,5/6 CALIM,,2026-07-01,2
REGN,609.94,-0.492,0.37,consolidating,1,RSI,2026-06-08,SP500,https://www.tradingview.com/chart/?symbol=REGN,0/4,3/6 LIM,,2026-07-01,2
PTC,114.75,-0.478,0.43,,1,MVI,2026-06-18,SP500,https://www.tradingview.com/chart/?symbol=PTC,0/4,4/6 CAIM,,2026-07-01,2
VRSK,173.8,-0.456,0.41,,1,CMF,2026-05-27,SP500,https://www.tradingview.com/chart/?symbol=VRSK,0/4,2/6 IM,,2026-07-01,2
WYNN,105.53,-0.431,0.47,consolidating,1,WILLR,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=WYNN,3/4,3/6 CIM,,2026-07-01,2
IQV,167.77,-0.413,0.47,consolidating,1,CMF,2026-06-01,SP500,https://www.tradingview.com/chart/?symbol=IQV,0/4,3/6 LIM,,2026-07-01,2
TPL,355.11,-0.392,0.6,,1,RSI,2026-06-08,SP500,https://www.tradingview.com/chart/?symbol=TPL,0/4,2/6 IM,,2026-07-01,2
APA,33.03,-0.389,0.59,,1,MVI,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=APA,1/4,5/6 CALIM,,2026-07-01,2
CNC,61.02,-0.381,0.49,consolidating|accumulation,1,MVI,2026-06-01,SP500,https://www.tradingview.com/chart/?symbol=CNC,3/4,4/6 NLIM,,2026-07-01,2
DVN,42.12,-0.376,0.6,,1,MACD,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=DVN,1/4,3/6 LIM,,2026-07-01,2
DLTR,111.65,-0.37,0.44,,1,MACD,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=DLTR,4/4 PASS,5/6 ANLIM,,2026-07-01,2
TSN,55.46,-0.364,0.39,,1,MACD,2026-06-17,SP500,https://www.tradingview.com/chart/?symbol=TSN,0/4,3/6 CIM,,2026-07-01,2
ULTA,456.13,-0.362,0.56,consolidating,1,WILLR,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=ULTA,0/4,2/6 IM,,2026-07-01,2
GPC,108.7,-0.356,0.53,accumulation,1,WILLR,2026-05-27,SP500,https://www.tradingview.com/chart/?symbol=GPC,3/4,3/6 NIM,,2026-07-01,2
CEG,274.06,-0.333,0.63,,1,MACD,2026-06-17,SP500,https://www.tradingview.com/chart/?symbol=CEG,2/4,3/6 CIM,,2026-07-01,2
CIEN,428.22,-0.328,0.66,,1,OBV,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=CIEN,1/4,5/6 CALIM,,2026-07-01,2
ARES,129.34,-0.321,0.66,accumulation,1,OBV,2026-05-27,SP500,https://www.tradingview.com/chart/?symbol=ARES,3/4,3/6 CIM,,2026-07-01,2
HSY,172.63,-0.317,0.55,,1,MVI,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=HSY,0/4,3/6 CIM,,2026-07-01,2
ADP,218.41,-0.316,0.6,,1,WILLR,2026-05-22,SP500,https://www.tradingview.com/chart/?symbol=ADP,1/4,2/6 IM,,2026-07-01,2
EXE,86.98,-0.305,0.59,consolidating,1,MVI,2026-06-18,SP500,https://www.tradingview.com/chart/?symbol=EXE,0/4,3/6 AIM,,2026-07-01,2
CPT,108.99,-0.295,0.56,,1,MFI,2026-05-21,SP500,https://www.tradingview.com/chart/?symbol=CPT,2/4,4/6 ANIM,,2026-07-01,2
ELV,388.5,-0.29,0.65,consolidating|accumulation,1,MVI,2026-06-01,SP500,https://www.tradingview.com/chart/?symbol=ELV,2/4,4/6 NLIM,,2026-07-01,2
NRG,135.06,-0.287,0.7,,1,WILLR,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=NRG,2/4,2/6 IM,,2026-07-01,2
KMB,102.56,-0.278,0.43,,1,SQUEEZE,2026-06-10,SP500,https://www.tradingview.com/chart/?symbol=KMB,3/4,2/6 IM,,2026-07-01,2
IDXX,562.09,-0.27,0.7,consolidating|accumulation,1,SQUEEZE,2026-06-09,SP500,https://www.tradingview.com/chart/?symbol=IDXX,3/4,2/6 IM,,2026-07-01,2
SATS,109.17,-0.259,0.72,accumulation,1,MVI,2026-06-12,SP500,https://www.tradingview.com/chart/?symbol=SATS,1/4,3/6 LIM,,2026-07-01,2
PGR,204.87,-0.255,0.72,accumulation,1,MACD,2026-06-10,SP500,https://www.tradingview.com/chart/?symbol=PGR,3/4,4/6 ANIM,,2026-07-01,2
VST,163.75,-0.253,0.74,,1,CMF,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=VST,3/4,2/6 IM,,2026-07-01,2
MCK,750.63,-0.248,0.72,consolidating,1,SQUEEZE,2026-06-09,SP500,https://www.tradingview.com/chart/?symbol=MCK,0/4,4/6 CAIM,,2026-07-01,2
STE,202.61,-0.244,0.69,accumulation,1,MVI,2026-06-17,SP500,https://www.tradingview.com/chart/?symbol=STE,0/4,4/6 CAIM,,2026-07-01,2
EXR,145.33,-0.234,0.69,consolidating|accumulation,1,MVI,2026-05-21,SP500,https://www.tradingview.com/chart/?symbol=EXR,4/4 PASS,3/6 NIM,,2026-07-01,2
AON,317.74,-0.225,0.71,,1,SQUEEZE,2026-06-09,SP500,https://www.tradingview.com/chart/?symbol=AON,0/4,5/6 CANIM,,2026-07-01,2
COP,107.74,-0.201,0.77,,1,MFI,2026-06-04,SP500,https://www.tradingview.com/chart/?symbol=COP,1/4,2/6 IM,,2026-07-01,2
DHI,157.81,-0.194,0.78,,1,WILLR,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=DHI,4/4 PASS,4/6 NLIM,,2026-07-01,2
MA,489.79,-0.182,0.79,accumulation,1,SQUEEZE,2026-06-09,SP500,https://www.tradingview.com/chart/?symbol=MA,0/4,3/6 NIM,,2026-07-01,2
VICI,26.28,-0.177,0.77,accumulation,1,WILLR,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=VICI,0/4,3/6 CIM,,2026-07-01,2
WAT,355.44,-0.17,0.75,accumulation,1,RSI,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=WAT,3/4,3/6 NIM,,2026-07-01,2
BKR,58.41,-0.168,0.81,,1,MFI,2026-06-05,SP500,https://www.tradingview.com/chart/?symbol=BKR,1/4,4/6 CLIM,,2026-07-01,2
WFC,82.2,-0.15,0.81,accumulation,1,WILLR,2026-05-22,SP500,https://www.tradingview.com/chart/?symbol=WFC,3/4,3/6 NIM,,2026-07-01,2
CRH,111.24,-0.148,0.83,accumulation,1,WILLR,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=CRH,3/4,2/6 IM,,2026-07-01,2
CL,89.48,-0.147,0.73,accumulation,1,OBV,2026-06-16,SP500,https://www.tradingview.com/chart/?symbol=CL,4/4 PASS,3/6 NIM,,2026-07-01,2
SCHW,91.7,-0.141,0.82,,1,WILLR,2026-06-12,SP500,https://www.tradingview.com/chart/?symbol=SCHW,3/4,5/6 CANIM,,2026-07-01,2
SYY,78.7,-0.137,0.82,accumulation,1,MFI,2026-05-21,SP500,https://www.tradingview.com/chart/?symbol=SYY,4/4 PASS,3/6 NIM,,2026-07-01,2
VRTX,451.63,-0.131,0.85,consolidating,1,OBV,2026-06-09,SP500,https://www.tradingview.com/chart/?symbol=VRTX,4/4 PASS,5/6 CANIM,,2026-07-01,2
BLK,1050.09,-0.125,0.84,accumulation,1,OBV,2026-05-27,SP500,https://www.tradingview.com/chart/?symbol=BLK,3/4,3/6 CIM,,2026-07-01,2
ECL,269.12,-0.125,0.81,accumulation,1,WILLR,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=ECL,4/4 PASS,3/6 NIM,,2026-07-01,2
AMZN,244.39,-0.123,0.86,accumulation,1,MVI,2026-06-18,SP500,https://www.tradingview.com/chart/?symbol=AMZN,1/4,5/6 CANIM,,2026-07-01,2
DE,589.24,-0.123,0.86,accumulation,1,MFI,2026-05-29,SP500,https://www.tradingview.com/chart/?symbol=DE,4/4 PASS,4/6 NLIM,,2026-07-01,2
V,327.24,-0.122,0.85,accumulation,1,CMF,2026-06-09,SP500,https://www.tradingview.com/chart/?symbol=V,3/4,4/6 CNIM,,2026-07-01,2
COHR,389.57,-0.115,0.88,accumulation,1,OBV,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=COHR,4/4 PASS,5/6 CALIM,,2026-07-01,2
NEE,86.75,-0.115,0.85,,1,CMF,2026-06-05,SP500,https://www.tradingview.com/chart/?symbol=NEE,2/4,5/6 CNLIM,,2026-07-01,2
RJF,155.86,-0.114,0.87,accumulation,1,CMF,2026-06-03,SP500,https://www.tradingview.com/chart/?symbol=RJF,3/4,3/6 NIM,,2026-07-01,2
VZ,45.37,-0.109,0.78,,1,CMF,2026-06-12,SP500,https://www.tradingview.com/chart/?symbol=VZ,1/4,2/6 IM,,2026-07-01,2
NVDA,210.69,-0.108,0.89,accumulation,1,MVI,2026-05-29,SP500,https://www.tradingview.com/chart/?symbol=NVDA,3/4,5/6 CALIM,,2026-07-01,2
HIG,128.25,-0.104,0.88,,1,MFI,2026-06-05,SP500,https://www.tradingview.com/chart/?symbol=HIG,0/4,4/6 CNIM,,2026-07-01,2
FE,46.45,-0.103,0.84,accumulation,1,MACD,2026-05-21,SP500,https://www.tradingview.com/chart/?symbol=FE,3/4,4/6 NLIM,,2026-07-01,2
SRE,90.69,-0.102,0.84,,1,SQUEEZE,2026-05-22,SP500,https://www.tradingview.com/chart/?symbol=SRE,2/4,4/6 NLIM,,2026-07-01,2
EBAY,108.24,-0.09,0.89,consolidating|accumulation,1,OBV,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=EBAY,2/4,4/6 NLIM,,2026-07-01,2
PLD,140.54,-0.083,0.89,accumulation,1,CMF,2026-06-09,SP500,https://www.tradingview.com/chart/?symbol=PLD,1/4,5/6 CNLIM,,2026-07-01,2
GLW,194.92,-0.078,0.92,accumulation,1,CMF,2026-06-18,SP500,https://www.tradingview.com/chart/?symbol=GLW,4/4 PASS,5/6 CALIM,,2026-07-01,2
PSA,318.12,-0.078,0.88,accumulation,1,OBV,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=PSA,4/4 PASS,4/6 CNIM,,2026-07-01,2
RF,28.62,-0.075,0.91,consolidating|accumulation,1,WILLR,2026-05-21,SP500,https://www.tradingview.com/chart/?symbol=RF,4/4 PASS,4/6 NLIM,,2026-07-01,2
GEV,1109.73,-0.061,0.93,,1,CMF,2026-05-22,SP500,https://www.tradingview.com/chart/?symbol=GEV,4/4 PASS,6/6 PASS,,2026-07-01,2
CB,323.4,-0.059,0.92,consolidating,1,MFI,2026-06-10,SP500,https://www.tradingview.com/chart/?symbol=CB,3/4,5/6 CNLIM,,2026-07-01,2
SO,93.09,-0.057,0.92,accumulation,1,CMF,2026-06-05,SP500,https://www.tradingview.com/chart/?symbol=SO,3/4,3/6 NIM,,2026-07-01,2
FITB,52.74,-0.046,0.95,accumulation,1,WILLR,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=FITB,4/4 PASS,4/6 NLIM,,2026-07-01,2
MTB,225.12,-0.045,0.94,consolidating|accumulation,1,MVI,2026-05-21,SP500,https://www.tradingview.com/chart/?symbol=MTB,4/4 PASS,3/6 NIM,,2026-07-01,2
EXPD,161.32,-0.043,0.94,consolidating|accumulation,1,OBV,2026-05-22,SP500,https://www.tradingview.com/chart/?symbol=EXPD,4/4 PASS,4/6 NLIM,,2026-07-01,2
LRCX,389.04,-0.03,0.97,accumulation,1,MVI,2026-06-11,SP500,https://www.tradingview.com/chart/?symbol=LRCX,4/4 PASS,5/6 CALIM,,2026-07-01,2
EQIX,1092.19,-0.028,0.96,consolidating|accumulation,1,MVI,2026-06-17,SP500,https://www.tradingview.com/chart/?symbol=EQIX,4/4 PASS,5/6 ANLIM,,2026-07-01,2
KLAC,259.56,-0.028,0.97,accumulation,1,MVI,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=KLAC,4/4 PASS,4/6 ALIM,,2026-07-01,2
LYV,171.24,-0.027,0.97,accumulation,1,OBV,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=LYV,4/4 PASS,4/6 NLIM,,2026-07-01,2
URI,1076.81,-0.027,0.97,accumulation,1,CMF,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=URI,4/4 PASS,4/6 NLIM,,2026-07-01,2
LIN,512.15,-0.026,0.97,,1,CMF,2026-06-05,SP500,https://www.tradingview.com/chart/?symbol=LIN,4/4 PASS,3/6 NIM,,2026-07-01,2
TXN,322.86,-0.026,0.97,accumulation,1,WILLR,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=TXN,4/4 PASS,5/6 CNLIM,,2026-07-01,2
NDSN,295.92,-0.025,0.97,accumulation,1,MFI,2026-06-18,SP500,https://www.tradingview.com/chart/?symbol=NDSN,4/4 PASS,4/6 NLIM,,2026-07-01,2
CFG,67.08,-0.024,0.97,accumulation,1,WILLR,2026-06-04,SP500,https://www.tradingview.com/chart/?symbol=CFG,4/4 PASS,5/6 CNLIM,,2026-07-01,2
ALL,221.17,-0.023,0.97,consolidating|accumulation,1,OBV,2026-06-16,SP500,https://www.tradingview.com/chart/?symbol=ALL,4/4 PASS,6/6 PASS,,2026-07-01,2
CINF,170.2,-0.019,0.98,consolidating|accumulation,1,OBV,2026-06-11,SP500,https://www.tradingview.com/chart/?symbol=CINF,4/4 PASS,4/6 NLIM,,2026-07-01,2
GE,357.64,-0.019,0.98,accumulation,1,RSI,2026-05-26,SP500,https://www.tradingview.com/chart/?symbol=GE,4/4 PASS,5/6 ANLIM,,2026-07-01,2
IBKR,96.0,-0.019,0.98,accumulation,1,OBV,2026-06-03,SP500,https://www.tradingview.com/chart/?symbol=IBKR,4/4 PASS,6/6 PASS,,2026-07-01,2
GL,170.76,-0.011,0.99,accumulation,1,MFI,2026-05-28,SP500,https://www.tradingview.com/chart/?symbol=GL,4/4 PASS,4/6 NLIM,,2026-07-01,2
TER,437.92,-0.006,0.99,accumulation,1,SQUEEZE,2026-06-15,SP500,https://www.tradingview.com/chart/?symbol=TER,4/4 PASS,4/6 CLIM,,2026-07-01,2
GWW,1365.41,-0.0,1.0,consolidating|accumulation,1,OBV,2026-06-05,SP500,https://www.tradingview.com/chart/?symbol=GWW,4/4 PASS,4/6 NLIM,,2026-07-01,2
